ID,RS,AG_ECO,MVT_CREDIT 2016 (kD),MVT_DEBIT 2016 (kD),T_I (%),NBR_IMP,D_M_R (jours),R_R_B (%),MVT_CONFIE_CG (kD),ANC_DERN_IMP_J,POID_IMP (%),NBR_JR_DEB,NBR_CPT_CLT,NBR_JOUR_DAUT,SAISIE_ARRET_CPTE,ANC_PREMIER_IMPAY,NBR_REPORT,NBR_REECHL,NBR_CONSOLD,"NBRREP+REECHL+CONSOD 2016
","IND_REP+REECHL+CONSOD 2016
","REP_OR_REECH_OR_CONSOD2016
",BOOL_INTERD_CHQ,NBR_PREAVIS_CHQ,NBR_CHQ_REG,MONT_AUT (mD),MONT_UTIL_2016 (mD),Code_ACTIV,S ACTIV,SS ACTIV,DATE_ANC_RELATION_CLIENT_2 (year),LIB_CATP,COD_NAT1_PAYS,BOOL_RES_PERS,CODE_POSTAL,COD_GOUV_GOUV,COD_TRIB_TRIB,COD_SECT_PERS,FJ,COD_ETAT_CLT,COD_GRP_GRP,UIB_2015,UIB_2016,BCT_2015,BCT_2016,ENCOURS_2015,ENCOURS_2016,ENCOURS/ENG_2015 (%),ENCOURS/ENG_2016 (%),IMP_UIB_2015 (kD),IMP_UIB_2016 (kD),IMP/ENG_2015 (%),IMP/ENG_2016 (%),DEB_UIB_2015 (kD),DEB_UIB_2016 (kD),DEB/ENG_2015 (%),DEB/ENG_2016 (%),IMP_PR_2015,IMP_INT_2015,IMP_PR_2016,IMP_INT_2016,UIB / BCT2015 (%),UIB / BCT2016 (%),Croi_BCT,Croi_UIB,Etat 2016
32388,CAP VERT,SNF,356.201881,156.846745,0.0,0,0.5,0.0,0.0,0,0.0,0,1,0,NON,0,0,0,0,0,0,0,NON,0,40,0.0,0.0,12,ILSE,AUTRE_SERV,5836,SCCG,TUN,RES,8013,0,1,V,SARL,A,PAS GPE,37.894392,29.594392,37.894,29.594,37.5,27.5,0.9895923386236147,0.9292301054875532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00001034464559,1.000013245928229,-0.2190320367340476,-0.2190297709486935,0
32402,"STE ""IMAGE CONSEIL""",SNF,460.351977,219.768963,0.0,0,0.0,0.0,0.0,0,0.0,0,1,0,NON,0,0,0,0,0,0,0,NON,0,82,0.0,0.0,9,ILSE,AUTRE_SERV,5440,SCCG,TUN,RES,1002,10,1,V,SARL,A,PAS GPE,10.453646,9.036062,65.818,54.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1588265520070498,0.1663180931345481,-0.1745419186240846,-0.135606658193706,0
32410,STE DU SUD DU NETTOYAGE DU GARDIENNAGE,SNF,16.534381,0.17774,0.0,0,0.0,0.0,0.0,0,0.0,0,1,0,NON,0,0,0,0,0,0,0,NON,0,0,0.0,0.0,13,ILSE,AUTRE_SERV,5105,SCCG,TUN,RES,4170,0,1,V,SARL,A,PAS GPE,1.737964,1.737964,1.738,1.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999792865362486,0.9999792865362486,0.0,0.0,0
32447,SOCIETE SOBIA,SNF,5129.486827,2070.35054,0.0,0,0.0,0.0,0.0,0,0.0,205,1,15,NON,0,0,0,0,0,0,0,NON,0,144,0.0,80000.0,15,MTM,IND_MANU,5471,SCCG,TUN,RES,3051,0,1,V,SARL,A,PAS GPE,46.027528,49.100685,46.028,49.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.027528,49.100685,1.0,1.0,0.0,0.0,0.0,0.0,0.9999897453723819,0.9999935846520437,0.06676370904666729,0.06676780469287857,0
32450,STE S O T U F R A,SNF,3159.040673,1964.05152,0.0,0,0.0,0.0,0.0,0,0.0,0,2,0,NON,0,0,0,0,0,0,0,NON,0,174,0.0,0.0,16,Autre_IND_MANU,IND_MANU,8725,SCCG,TUN,RES,8030,0,1,V,SA,A,PAS GPE,374.2526,299.90357,374.253,299.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999989312042923,0.9999985662078532,-0.1986597301825236,-0.1986600226691811,0
32454,SOUSSE RESIDENCE(CHANGE),SNF,745.442216,63.025115,0.0,0,0.0,0.0,0.0,0,0.0,142,2,0,NON,0,0,0,0,0,0,0,NON,0,34,0.0,16150.631,17, H_R,TOUR,8726,SCCG,TUN,RES,4000,0,1,V,SA,A,PAS GPE,3.211074,15.275124,400.646,541.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.211074,15.275124,1.0,1.0,0.0,0.0,0.0,0.0,0.008014741192973348,0.0281915719419083,0.3523983766217558,3.75701400839719,0
32457,STE BARAKA VENTE MAT CONST EN DETAIL,SNF,0.0,0.230339,0.0,0,0.0,0.0,0.0,0,0.0,5,1,0,NON,0,0,0,0,0,0,0,NON,0,0,0.0,962.311,18,COM_Rep_Auto,COM,5437,SCCG,TUN,RES,8020,0,1,V,SARL,A,PAS GPE,0.774182,0.962311,0.774,0.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.774182,0.962311,1.0,1.0,0.0,0.0,0.0,0.0,1.000235142118863,1.000323284823285,0.2428940568475451,0.2430035831367818,0
32469,SAME TEAM,SNF,801.483301,234.327239,0.0,0,0.0,0.0,0.0,0,0.0,35,3,0,NON,0,0,0,0,0,0,0,NON,0,85,0.0,802.104,19,TC,AUTRE_SERV,5094,SCCG,TUN,RES,1002,0,1,V,SARL,A,PAS GPE,3.212245,3.10016,3.213,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.049685,0.0,0.6380848907851051,0.0,0.0,0.0,0.0,0.0,0.9997650171179584,1.000051612903226,-0.03516962340491747,-0.03489304209361377,0
32474,STE MASMOUDI DISTRIBUTION,SNF,8705.009198999998,3638.387844,0.08904,13,2.295,0.89862,2794.393,8,0.07831,248,2,145,NON,0,2,0,0,2,1,1,NON,0,167,0.0,175000.0,20,COM_Rep_Auto,COM,5028,SCCG,TUN,RES,3021,0,1,V,SARL,A,PAS GPE,1027.408831,1875.131813,4692.456,5240.782,682.235862,1534.437433,0.6640354271979194,0.8183091035851355,0.0,0.0,0.0,0.0,211.254168,229.714015,0.2056184078098507,0.1225055291619651,0.0,0.0,0.0,0.0,0.2189490601510168,0.3577961863324977,0.1168526673452026,0.8251077433069096,0
32480,SOCIETE SOMAPROC EL MANDRA,SNF,2808.837232,1624.323301,0.26087,60,2.761,0.56804,1315.945,15,0.43196,251,1,0,NON,0,0,0,0,2,0,0,NON,0,526,0.0,115778.601,21,COM_Rep_Auto,COM,3946,SCCG,TUN,RES,2040,0,1,V,SARL,A,PAS GPE,469.982367,414.620764,469.982,447.378,336.445326,303.245362,0.7158679763830375,0.7313800666287904,0.0,0.0,0.0,0.0,133.537041,111.375402,0.2841320236169626,0.2686199333712095,0.0,0.0,0.0,0.0,1.00000078088097,0.9267795108387091,-0.04809545897502465,-0.1177950640007734,0
32493,STE SAHMIMI ET FILS (CREDITS),SNF,391.318352,372.955451,0.22222,2,3.889,0.21758,0.0,24,0.21331,238,2,81,NON,0,0,0,0,0,0,0,NON,0,409,0.0,15000.0,17, H_R,TOUR,5097,SCCG,TUN,RES,4116,0,1,V,SARL,A,PAS GPE,49.181899,61.992853,65.859,113.27,40.912,40.397692,0.8318507587517107,0.651650795939332,0.0,0.0,0.0,0.0,8.269899,21.595161,0.1681492412482893,0.3483492040606681,0.0,0.0,0.0,0.0,0.7467756722695457,0.5473016067802595,0.7198864240270884,0.2604810765847003,0
32495,SOCIETE FERIAGRI,SNF,341.18488,283.537291,0.0,0,0.0,0.0,0.0,0,0.0,0,3,0,NON,0,0,0,0,0,0,0,NON,0,35,0.0,0.0,22,AGR_Ch_S,AGR,5702,SCCG,FRA,non RES,1240,0,1,V,SA,A,PAS GPE,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
32498,SOCIETE PERLASHOES - SARL,SNF,4998.23464,4944.615059999999,0.0,0,0.0,0.0,0.0,0,0.0,85,2,0,OUI,0,0,0,0,0,0,0,NON,0,150,0.0,168626.39,23,ICC,IND_MANU,7288,SCCG,TUN,RES,8030,0,1,V,SARL,A,PAS GPE,463.688959,180.709431,501.964,209.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.813181,10.000656,0.1117412437676783,0.05534108510363247,0.0,0.0,0.0,0.0,0.923749430238025,0.8643571995714312,-0.5835000119530485,-0.6102787709465387,0
32513,STE AGRO BIO STAR TUNISIA,SNF,0.0,0.135837,0.0,0,0.0,0.0,0.0,0,0.0,5,1,0,NON,0,0,0,0,0,0,0,NON,0,0,0.0,121.318,24,AGR_Ch_S,AGR,5450,SCCG,TUN,RES,4000,0,1,V,SA,A,PAS GPE,0.017765,0.121318,0.018,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017765,0.121318,1.0,1.0,0.0,0.0,0.0,0.0,0.9869444444444445,1.002628099173554,5.722222222222222,5.829045876723895,0
32521,NF INSTRUMENTATION AND CONTROLS,SNF,1149.804964,950.7674840000001,0.0,0,0.0,0.0,0.0,0,0.0,95,2,11,NON,0,0,0,0,0,0,0,NON,0,179,0.0,38266.424,25,COM_Rep_Auto,COM,7129,SCCG,TUN,RES,1053,0,1,V,SARL,A,PAS GPE,34.535651,0.21,34.536,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.334913,0.0,0.1544755302281692,0.0,0.0,0.0,0.0,0.0,0.9999898946027334,1.0,-0.9939193884642112,-0.9939193270165951,0
32537,SOCIETE B.M.L IMPEX,SNF,3376.667364,2623.809908,0.04167,1,3.417,0.97636,2139.967,29,0.02364,95,1,0,NON,0,0,0,0,0,0,0,NON,0,133,277405.759,259671.654,26,COM_Rep_Auto,COM,6550,SCCG,TUN,RES,1002,0,1,V,SARL,A,PAS GPE,101.288639,388.304556,171.804,441.77,30.133688,243.025979,0.2975031385306697,0.6258643511769664,0.0,0.0,0.0,0.0,2.275201,0.0,0.0224625488353141,0.0,0.0,0.0,0.0,0.0,0.5895592593886056,0.8789744799329968,1.57136038741822,2.833643731751593,0
32558,SOCIETE  N O B E L,SNF,1156.422435,473.799641,0.18182,4,3.864,0.70062,324.924,67,0.29938,219,1,0,NON,0,0,0,0,0,0,0,NON,6,116,0.0,50000.0,28,ILSE,AUTRE_SERV,9195,SCCG,TUN,RES,2080,0,1,V,SARL,A,PAS GPE,74.460698,87.588597,95.847,120.387,2.6809,20.07788,0.03600422870062271,0.2292293824503206,0.0,0.0,0.0,0.0,71.779798,67.510717,0.9639957712993774,0.7707706175496795,0.0,0.0,0.0,0.0,0.7768704080461569,0.7275585985197737,0.2560330526777053,0.1763064187230692,0
32561,TUNIS ENSEIGNES,SNF,4295.596244,3027.590659,0.58824,10,2.706,0.61896,1193.896,24,0.34462,233,5,126,NON,0,0,0,0,0,0,0,NON,1,330,0.0,170000.0,29,Autre_IND_MANU,IND_MANU,3551,SCCG,TUN,RES,2013,0,1,V,SA,A,PAS GPE,626.856284,774.1813920000001,674.287,801.8,305.327,454.362435,0.4870765561313253,0.5868940272850164,0.0,0.0,0.0,0.0,284.279284,256.668957,0.4534999349228827,0.3315359419023597,0.0,0.0,0.0,0.0,0.9296579705674289,0.9655542429533551,0.1891079021247628,0.2350221442463838,0
32581,STE BACHA INTERNATIONALE,SNF,0.0,0.237725,0.0,0,0.0,0.0,0.0,0,0.0,5,1,0,NON,0,0,0,0,0,0,0,NON,0,0,0.0,1038.315,26,COM_Rep_Auto,COM,5227,SCCG,TUN,RES,2092,0,1,V,SARL,A,PAS GPE,0.842828,1.038315,0.843,1.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.842828,1.038315,1.0,1.0,0.0,0.0,0.0,0.0,0.9997959667852907,1.000303468208092,0.2313167259786477,0.2319417484943549,0
32587,CENTRE BETON,SNF,696.7789869999999,469.178155,0.0,0,2.5,1.0,135.157,0,0.0,80,1,0,NON,0,0,0,0,0,0,0,NON,6,109,29869.512,39580.953,1,CONSTR,AUTRE_SERV,4257,SCCG,TUN,RES,1200,0,1,V,SA,A,PAS GPE,36.87224000000001,35.925999,926.872,925.926,10.0,29.869512,0.2712067398129324,0.831417715064792,19.580953,0.0,0.5310486425560258,0.0,7.291287,6.056487,0.1977446176310416,0.1685822849352081,19.580953,0.0,0.0,0.0,0.0397813721851561,0.03880007581599393,-0.001020637153781645,-0.02566269366873308,0
32596,SOCIETE MEDIFRUIT,SNF,92.988295,26.302938,0.0,0,0.0,0.0,0.0,0,0.0,65,1,12,NON,0,0,0,0,0,0,0,NON,0,14,0.0,40000.0,30,COM_Rep_Auto,COM,5274,SCCG,TUN,RES,0,0,1,V,SARL,A,PAS GPE,38.838663,28.564604,38.839,28.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.838663,28.564604,1.0,1.0,0.0,0.0,0.0,0.0,0.9999913231545611,0.9999861368807981,-0.2645279229640309,-0.2645317373566644,0
32602,"SOCIETE J M S ""PLUS""",SNF,1817.797975,564.4735579999999,0.06849,5,2.164,0.93232,253.74,15,0.06768,252,1,120,NON,0,0,0,0,0,0,0,NON,0,141,0.0,30000.0,31,MTM,IND_MANU,5433,SCCG,TUN,RES,8030,0,1,V,SARL,A,PAS GPE,155.166951,133.357323,218.301,204.803,11.711157,19.885654,0.07547455772331314,0.1491155757528216,0.0,0.0,0.0,0.0,143.455794,113.471669,0.924525442276687,0.8508844242471784,0.0,0.0,0.0,0.0,0.7107935877526901,0.6511492653916203,-0.0618320575718847,-0.140555884223052,0
32605,"STE.D'ETUD.& PREST.DE SCE""AGRO-SERVICES""",SNF,10274.111074,3313.765851,0.0,0,0.0,0.0,0.0,0,0.0,29,3,0,NON,0,0,0,0,0,0,0,NON,0,271,0.0,124393.859,32,COM_Rep_Auto,COM,9230,SCCG,TUN,RES,1002,0,1,V,SA,A,PAS GPE,1909.658346,946.4164579999999,1936.385,946.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9861976549085023,1.000000483930956,-0.5112459557371081,-0.5044053508406996,0
32640,STE TIJANI BEN AISSA ET COMPAGNIE,SNF,547.464226,399.393973,0.0,0,4.346,1.0,722.114,0,0.0,176,1,26,NON,0,0,0,0,0,0,0,NON,15,87,0.0,25000.0,33,TC,AUTRE_SERV,5822,SCCG,TUN,RES,2040,0,1,V,SARL,A,PAS GPE,97.64793900000001,109.914519,219.721,216.14,66.359433,61.544971,0.6795784291975685,0.5599348617446982,0.0,0.0,0.0,0.0,31.288506,48.369548,0.3204215708024313,0.4400651382553019,0.0,0.0,0.0,0.0,0.4444178708452993,0.5085339085777737,-0.01629794148033192,0.1256204700848831,0
32641,STE ALI BEN SAID ET FILS,SNF,58.895,88.09130400000001,0.0,0,0.0,0.0,0.0,0,0.0,53,1,0,NON,0,0,0,0,0,0,0,NON,0,1,0.0,7727.994,34,COM_Rep_Auto,COM,5083,SCCG,TUN,RES,7070,0,1,V,SARL,A,PAS GPE,6.965417,0.388452,6.965,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.965417,0.388452,1.0,1.0,0.0,0.0,0.0,0.0,1.000059870782484,1.001164948453608,-0.9442928930366117,-0.9442313360420489,0
32657,SOCIETE EL AMAL,SNF,509.577928,544.50401,1.0,3,0.0,0.0,0.0,114,1.0,108,2,0,NON,0,0,0,0,0,0,0,NON,0,31,0.0,136414.584,35,CONSTR,BTP,5804,SCCG,TUN,RES,1002,0,1,V,SARL,A,PAS GPE,152.98775,103.629964,238.125,139.893,12.85,0.0,0.08399365308660334,0.0,0.0,0.0,0.0,0.0,132.13775,95.629964,0.8637145784548109,0.9228022505151117,0.0,0.0,0.0,0.0,0.6424682414698163,0.7407801962928809,-0.4125228346456693,-0.3226257396425531,0
32660,SOCIETE ECLAIRAGE DU SUD,SNF,204.159834,120.997124,0.0,0,1.625,1.0,318.602,0,0.0,0,1,0,NON,0,0,0,0,0,0,0,NON,0,11,21724.742,21724.742,35,CONSTR,BTP,5930,SCCG,TUN,RES,4170,0,1,V,SARL,A,PAS GPE,47.483949,0.0,73.266,0.0,47.483949,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.6481034722790926,0.0,-1.0,-1.0,0
32665,SEPT ENGENEERING,SNF,2.0,0.8879600000000001,0.0,0,0.0,0.0,0.0,0,0.0,6,1,0,NON,0,0,0,0,0,0,0,NON,0,0,0.0,6479.697,28,ILSE,AUTRE_SERV,7079,SCCG,TUN,RES,1002,0,1,V,SARL,A,PAS GPE,5.726724,4.479697,5.727,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.726724,4.479697,1.0,1.0,0.0,0.0,0.0,0.0,0.9999518072289156,0.9999323660714284,-0.217740527326698,-0.2177557360892546,0
32690,STE IMPRIMERIE CULTURELLE SARL,SNF,1441.116652,476.349398,0.0,0,31.0,1.0,0.0,0,0.0,248,1,27,NON,0,0,0,0,0,0,0,NON,0,229,0.0,50000.0,37,IPCEI,IND_MANU,5069,SCCG,TUN,RES,2050,0,1,V,SARL,A,PAS GPE,15.946079,61.056226,83.624,140.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.546079,58.142101,0.8494927812661658,0.9522714522184846,0.0,0.0,0.0,0.0,0.1906878288529609,0.4359321857217315,0.6748660671577538,2.828917817351839,0
32705,STE MATERIAUX DE CONSTRUCTION (SMAC),SNF,2704.156575,1262.016781,0.25,4,3.188,0.7595999999999999,152.677,151,0.2404,253,1,39,NON,0,0,0,0,0,0,0,NON,10,204,0.0,20000.0,38,COM_Rep_Auto,COM,5066,SCCG,TUN,RES,8011,0,1,V,SARL,A,PAS GPE,79.642496,81.936477,79.642,81.936,50.521344,31.058309,0.634351590387122,0.3790535075116789,0.0,0.0,0.0,0.0,29.121152,50.878168,0.3656484096128781,0.6209464924883212,0.0,0.0,0.0,0.0,1.000006227869717,1.000005821616872,0.02880389744104894,0.02880347948914119,0
32716,SOCIETE B O N U S,SNF,160.677822,33.800225,0.0,0,0.0,1.0,0.0,0,0.0,160,1,0,NON,0,0,0,0,0,0,0,NON,0,67,0.0,7260.988,39,SCSP,AUTRE_SERV,4625,SCCG,TUN,RES,3000,0,1,V,INC,A,PAS GPE,8.573654000000001,7.260988,11.155,7.815,4.25,0.0,0.4957046318874075,0.0,0.0,0.0,0.0,0.0,4.323654,7.260988,0.5042953681125923,1.0,0.0,0.0,0.0,0.0,0.7685929179740029,0.9291091490722968,-0.299417301658449,-0.1531046156049686,0
32724,STE PUBLICITE DE L'EXTREME,SNF,12.414189,0.8790180000000001,0.0,0,0.0,0.0,0.0,0,0.0,10,1,0,NON,0,0,0,0,0,0,0,NON,0,0,0.0,4798.193,14,COM_Rep_Auto,COM,4590,SCCG,TUN,RES,1002,0,1,V,SARL,A,PAS GPE,4.137329,4.130793,4.137,4.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.137329,4.130793,1.0,1.0,0.0,0.0,0.0,0.0,1.000079526226735,0.999949891067538,-0.001450326323422568,-0.001579763175710847,0
32726,STE MAGASIN EL FKIH,SNF,2466.685958,1250.347292,0.0,0,0.0,0.0,0.0,0,0.0,246,2,0,NON,0,0,0,0,0,0,0,NON,0,0,0.0,636962.886,40,COM_Rep_Auto,COM,8516,SCCG,TUN,RES,1002,0,1,V,SARL,A,PAS GPE,483.213776,633.01489,1020.781,1156.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.213776,633.01489,1.0,1.0,0.0,0.0,0.0,0.0,0.4733765381604869,0.547451031095006,0.1327552138999453,0.3100100233897305,0
32738,STE CHAUFFAGE DU SUD,SNF,19864.780683,14199.762341,0.16129,5,2.903,0.9236,5351.993,116,0.0764,243,3,51,NON,0,0,0,0,0,0,0,NON,0,286,0.0,200000.0,18,COM_Rep_Auto,COM,11686,SCCG,TUN,RES,3052,0,1,V,SARL,A,PAS GPE,2218.356027,3391.078282,2334.961,3426.537,1081.604808,1620.413824,0.4875704327148565,0.4778461861530097,0.0,0.0,0.0,0.0,825.202612,860.542087,0.3719883562224974,0.2537665059423125,0.0,0.0,0.0,0.0,0.9500612759699201,0.9896517335140406,0.4674921765288587,0.5286447444533662,0
